"PUBID","YSCH-37000","YHEA-1900","YEXP-1500","YEXP-2000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","PC8-092","PC9-050","PC11-008","PC11-014","CV_HH_POV_RATIO","CV_YTH_REL_HH_AGE_12","CV_YTH_REL_HH_AGE_2","CV_YTH_REL_HH_AGE_6","CV_HH_UNDER_18","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","KEY!RACE_ETHNICITY","TRANS_GPA","CVC_YTH_REL_HH_AGE2_YCHR","CVC_YTH_REL_HH_AGE6_YCHR","CVC_YTH_REL_HH_AGE12_YCHR","CVC_SAT_MATH_SCORE_2007","CVC_SAT_VERBAL_SCORE_2007","CVC_ACT_SCORE_2007","CVC_HIGHEST_DEGREE_EVER"
2519,2,-4,100,75,1,4,1981,1,1,100,100,323,4,2,4,3,1,12,15,4,2,-4,-4,-4,-4,-4,-4,3
2520,2,-4,100,0,1,2,1981,0,1,100,0,328,4,4,4,2,1,-4,12,4,0,-4,-4,-4,-4,-4,-4,0
2521,2,-4,-4,-4,2,12,1983,0,3,-4,-4,125,4,2,4,2,1,12,12,4,90,-4,-4,-4,2,5,-4,3
2522,2,-4,100,100,1,9,1981,0,1,100,100,317,1,1,1,2,1,16,12,4,95,1,1,1,6,6,-4,4
2523,1,-4,-4,-4,1,5,1984,0,1,-4,-4,317,1,1,1,2,1,16,12,4,-4,-4,-4,-4,5,5,-4,4
2524,2,-4,-4,-4,1,11,1982,0,1,-4,-4,393,1,1,1,2,1,14,14,4,-4,-4,-4,-4,3,2,-4,4
2525,1,-4,-4,-4,1,7,1984,0,1,-4,-4,393,1,1,1,2,1,14,14,4,-4,-4,-4,-4,4,4,-4,2
2526,1,-4,100,100,1,2,1981,1,1,100,100,225,1,1,1,2,1,14,12,4,90,-4,-4,-4,5,4,-4,2
2527,1,-4,-4,-4,1,1,1982,0,1,-4,-4,470,4,2,2,1,1,12,12,4,94,-4,-4,-4,6,5,-4,4
2528,2,-4,100,90,2,9,1981,0,1,100,75,471,1,1,1,1,1,12,12,4,3,-4,-4,-4,4,3,4,5
2529,2,-4,100,50,2,2,1981,1,1,100,100,413,4,4,4,1,1,12,12,4,3,-4,-4,-4,4,3,3,2
2530,2,-4,100,75,1,10,1980,1,1,100,100,440,1,1,1,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
2531,3,-4,-4,-4,2,1,1982,1,1,-4,-4,440,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
2532,2,-4,100,0,2,3,1980,0,1,95,1,170,4,5,5,3,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
2533,2,-4,-4,-4,1,1,1982,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,12,4,2,1,4,4,-4,-4,-4,1
2534,1,-4,-4,-4,1,8,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,12,4,1,1,4,4,-4,-4,-4,1
2535,2,-4,100,0,1,8,1981,0,1,100,0,224,4,2,2,3,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
2536,3,-4,100,75,1,8,1981,0,1,100,75,224,4,2,2,3,1,12,12,4,2,1,1,4,-4,-4,-4,2
2537,2,-4,-4,-4,1,2,1983,0,3,-4,-4,121,4,2,2,3,1,12,12,4,-3,-4,-4,-4,-4,-4,-4,2
2538,2,-4,100,75,2,4,1980,1,1,100,90,265,1,1,1,1,1,12,12,4,3,-4,-4,-4,3,3,-4,2
2539,2,-4,-4,-4,2,3,1983,1,1,-4,-4,377,1,1,1,2,1,14,13,4,-4,-4,-4,-4,-4,-4,-4,0
2540,2,-4,-4,-4,2,5,1982,1,1,-4,-4,339,1,1,1,3,1,11,16,4,2,-4,-4,-4,-3,-3,-4,0
2541,-2,-4,-4,-4,1,7,1984,1,1,-4,-4,339,1,1,1,3,1,11,16,4,-4,-4,-4,-4,-4,-4,-4,2
2542,1,-4,100,90,1,3,1981,0,1,100,95,278,4,2,2,3,1,12,12,4,1,-4,-4,-4,-3,-3,-4,2
2543,2,-4,100,95,2,12,1980,0,1,100,50,278,8,8,8,3,1,12,12,4,4,-4,-4,-4,4,4,-4,3
2544,2,-4,-4,-4,2,3,1983,0,0,-4,-4,204,1,1,1,2,1,10,12,4,3,-4,-4,-4,3,4,-4,3
2545,1,-4,100,100,1,1,1981,0,1,100,100,347,1,1,1,1,1,12,10,4,2,-4,-4,-4,3,4,-4,2
2546,2,-4,100,0,1,10,1981,1,1,100,50,255,1,1,1,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,1
2547,2,-4,100,75,2,11,1981,0,1,100,50,443,1,1,1,2,1,12,12,4,78,-4,-4,-4,6,6,-4,2
2548,2,-4,-4,-4,1,4,1984,0,1,-4,-4,443,1,1,1,2,1,12,12,4,80,-4,-4,-4,4,3,-4,3
2549,2,-4,-4,-4,2,2,1983,0,1,-4,-4,253,1,1,1,2,1,8,12,4,-4,-4,-4,-4,-4,-4,-4,2
2550,2,-4,-4,-4,2,2,1983,0,1,-4,-4,253,1,1,1,2,1,8,12,4,-4,-4,-4,-4,-4,-4,-4,2
2551,2,-4,100,100,2,10,1981,0,1,100,100,-3,4,4,4,1,1,12,12,4,4,-4,-4,-4,3,3,-4,5
2552,2,-4,-4,-4,1,12,1984,1,1,-4,-4,211,4,4,4,2,1,12,12,4,3,1,2,2,5,5,-4,4
2553,2,-4,100,95,2,4,1980,0,6,100,80,280,1,1,1,1,1,12,11,4,82,-4,-4,-4,2,2,-4,5
2554,1,-4,100,75,2,8,1981,0,1,100,100,289,1,1,1,1,1,14,16,4,4,-4,-4,-4,4,5,5,4
2555,2,-4,95,60,2,4,1981,1,1,90,90,624,4,4,4,2,1,12,12,4,91,-4,-4,-4,4,4,-4,5
2556,2,-4,100,100,2,4,1980,0,1,100,95,396,1,1,1,1,1,8,11,2,89,-4,-4,-4,3,3,-4,2
2557,1,-4,-4,-4,2,7,1984,1,1,-4,-4,317,1,1,1,2,1,14,14,4,100,1,1,1,5,6,-4,4
2558,1,-4,100,100,1,1,1981,0,1,100,100,1627,1,1,1,1,1,18,16,4,87,-4,-4,-4,5,4,-4,5
2559,2,-4,-4,-4,2,9,1983,0,3,-4,-4,71,2,4,2,2,1,11,10,4,4,-4,-4,-4,-3,-3,-4,1
2560,1,-4,100,75,1,4,1980,0,1,100,80,408,1,1,1,2,1,16,12,4,79,-4,-4,-4,3,4,-4,2
2561,2,-4,100,25,2,4,1980,0,1,100,50,408,1,1,1,2,1,16,12,4,3,-4,-4,-4,-4,-4,-4,2
2562,2,-4,-4,-4,1,8,1983,1,1,-4,-4,286,4,4,4,2,1,12,12,4,82,-4,-4,-4,-4,-4,-4,2
2563,2,-4,-4,-4,1,11,1983,1,1,-4,-4,444,4,4,4,4,1,-4,12,4,91,-4,-4,-4,6,6,-4,2
2564,2,-4,-4,-4,1,7,1984,1,1,-4,-4,925,1,1,1,2,1,16,16,4,4,-4,-4,-4,-4,-4,4,4
2565,2,-4,97,97,2,9,1981,1,1,100,95,569,1,1,1,3,1,16,15,4,4,-4,-4,-4,-4,-4,4,4
2566,2,-4,-4,-4,1,6,1984,1,1,-4,-4,569,1,1,1,3,1,16,15,4,4,-4,-4,-4,-4,-4,4,7
2567,2,-4,100,90,2,2,1980,0,1,100,50,476,1,1,1,1,1,16,12,4,3,-4,-4,-4,-4,-4,4,3
2568,2,-4,100,0,1,3,1980,1,-2,100,0,130,4,2,4,2,1,11,12,4,2,-4,-4,-4,4,5,-4,2
2569,1,-4,-4,-4,1,8,1982,1,-2,-4,-4,130,4,4,4,2,1,11,12,4,3,-4,-4,-4,-4,-4,-4,2
2570,2,-4,100,100,2,7,1981,0,1,100,50,396,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,3,2
2571,1,-4,-4,-4,2,5,1984,0,1,-4,-4,396,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,4,2
2572,2,-4,-4,-4,2,8,1982,1,1,-4,-4,-3,4,2,4,2,1,18,18,4,3,-4,-4,-4,-4,-4,4,5
2573,1,-4,-4,-4,1,11,1983,0,1,-4,-4,710,1,1,1,2,1,20,20,4,3,-4,-4,-4,-4,-4,5,5
2574,2,-4,90,100,1,12,1981,0,3,100,0,71,5,3,3,2,1,16,-3,4,2,-4,-4,-4,-4,-4,-4,3
2575,2,-4,100,75,1,7,1981,0,1,100,100,-3,1,1,1,4,1,18,16,4,2,-4,-4,-4,-4,-4,4,6
2576,1,-4,-4,-4,1,3,1983,0,1,-4,-4,-3,1,1,1,4,1,18,16,4,3,-4,-4,-4,4,5,4,4
2577,2,-4,95,90,2,9,1980,1,1,100,90,273,1,1,1,2,1,15,13,4,3,-4,-4,-4,-4,-4,4,4
2578,2,-4,100,85,1,2,1980,1,1,100,99,375,2,2,2,3,1,11,12,4,3,-4,-4,-4,-4,-4,5,2
2579,1,-4,100,100,2,4,1980,0,1,100,100,357,1,1,1,2,1,20,12,4,4,1,1,1,-4,-4,4,4
2580,2,-4,-4,-4,2,2,1982,0,1,-4,-4,357,1,1,1,2,1,20,12,4,3,-4,-4,-4,-4,-4,4,4
2581,2,-4,-4,-4,1,9,1983,0,1,-4,-4,186,1,1,1,3,1,16,16,4,3,-4,-4,-4,-4,-4,5,5
2582,2,-4,-4,-4,2,7,1982,0,1,-4,-4,254,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,-3,2
2583,1,-4,-4,-4,2,11,1982,0,1,-4,-4,-3,1,1,1,1,1,17,16,4,4,-4,-4,-4,-4,-4,4,4
2584,2,-4,-4,-4,1,11,1983,0,1,-4,-4,321,1,1,1,2,1,16,12,4,3,-4,-4,-4,-4,-4,4,3
2585,3,-4,90,70,1,7,1980,-4,-4,-4,-4,-4,-4,-4,-4,4,1,-3,-3,4,3,1,1,1,-4,-4,3,4
2586,2,-4,-4,-4,2,1,1984,1,3,-4,-4,189,4,4,4,2,1,12,10,4,1,-4,-4,-4,-4,-4,-4,2
2587,1,-4,-4,-4,2,12,1983,0,1,-4,-4,199,1,1,1,3,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,3
2588,1,-4,-4,-4,2,1,1983,1,1,-4,-4,199,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
2589,1,-4,-4,-4,1,6,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,14,4,-4,1,4,4,-4,-4,-4,2
2590,2,-4,100,50,2,10,1981,0,3,100,0,81,4,4,4,2,1,-4,12,4,1,-4,-4,-4,-4,-4,-4,2
2591,1,-4,100,100,1,11,1981,0,1,100,100,216,1,1,1,3,1,16,13,4,3,-4,-4,-4,-4,-4,4,4
2592,1,-4,100,100,2,2,1981,0,1,100,100,-3,1,1,1,1,1,19,18,4,4,-4,-4,-4,-4,-4,5,5
2593,1,-4,-4,-4,1,7,1984,0,1,-4,-4,195,1,1,1,2,1,18,18,4,4,1,1,1,-3,-3,-4,5
2594,2,-4,-4,-4,1,11,1983,1,1,-4,-4,693,5,3,3,1,1,20,-4,4,2,-4,-4,-4,-4,-4,3,4
2595,3,-4,100,0,1,5,1980,0,0,100,0,121,2,4,2,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,0
2596,1,-4,99,80,1,7,1980,1,1,100,80,249,1,1,1,4,1,10,17,4,3,-4,-4,-4,-4,-4,4,4
2597,1,-4,-4,-4,1,2,1983,-4,-4,-4,-4,-4,-4,-4,-4,4,1,10,17,4,3,1,1,1,-4,-4,4,2
2598,2,-4,100,10,1,1,1981,0,1,100,50,-3,8,4,8,1,1,14,14,4,2,-4,-4,-4,-3,-3,3,2
2599,2,-4,100,50,2,1,1981,1,1,100,75,302,1,1,1,2,1,14,14,4,3,-4,-4,-4,-4,-4,3,2
2600,2,-4,-4,-4,2,8,1982,0,1,-4,-4,302,1,1,1,2,1,14,14,4,2,-4,-4,-4,-4,-4,-4,2
2601,1,-4,100,100,2,8,1981,0,1,100,75,302,4,5,4,2,1,18,12,4,-4,-4,-4,-4,-4,-4,-4,2
2602,1,-4,-4,-4,1,5,1982,0,1,-4,-4,177,1,1,1,2,1,12,12,1,2,-4,-4,-4,-4,-4,-4,2
2603,1,-4,-4,-4,1,10,1983,1,1,-4,-4,471,1,1,1,2,1,16,17,4,3,-4,-4,-4,-4,-4,4,3
2604,1,-4,-4,-4,1,12,1983,0,1,-4,-4,187,4,2,4,3,1,13,13,4,-4,-4,-4,-4,-4,-4,-4,2
2605,2,-4,-4,-4,1,3,1983,0,1,-4,-4,351,1,1,1,2,1,13,14,4,-4,-4,-4,-4,-3,-3,3,2
2606,2,-4,100,0,1,4,1980,0,0,100,20,164,1,1,1,1,1,14,12,4,1,-4,-4,-4,-4,-4,-4,3
2607,2,-4,100,100,2,4,1981,0,1,100,99,221,1,1,1,3,1,12,12,4,4,-4,-4,-4,-4,-4,4,4
2608,1,-4,-4,-4,1,4,1984,0,1,-4,-4,221,1,1,1,3,1,12,12,4,-4,-4,-4,-4,-4,-4,4,2
2609,2,-4,-4,-4,1,9,1982,0,1,-4,-4,-3,1,1,1,2,1,13,12,4,2,-4,-4,-4,-4,-4,-4,2
2610,1,-4,-4,-4,2,5,1982,0,2,-4,-4,-3,1,1,1,1,1,13,13,4,9,-4,-4,-4,-4,-4,4,4
2611,1,-4,100,10,1,12,1981,0,1,100,50,115,3,3,3,3,1,11,-4,4,2,1,1,1,-4,-4,-4,2
2612,1,-4,-4,-4,2,4,1984,0,1,-4,-4,115,5,3,3,3,1,11,-4,4,-4,-4,-4,-4,-4,-4,-4,2
2613,2,-4,100,25,1,3,1981,0,2,100,0,351,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
2614,1,-4,-4,-4,1,6,1983,0,1,-4,-4,136,4,2,2,4,1,-4,12,4,4,-4,-4,-4,-4,-4,5,4
2615,2,-4,100,75,1,2,1981,0,1,100,60,128,4,4,4,6,1,14,12,4,4,-4,-4,-4,-4,-4,4,5
2616,1,-4,100,100,1,4,1981,1,1,100,75,-3,1,1,1,1,1,20,16,4,4,-4,-4,-4,-4,-4,6,4
2617,2,-4,-4,-4,2,2,1984,1,1,-4,-4,347,1,1,1,2,1,20,17,4,-4,-4,-4,-4,-4,-4,4,4
2618,1,-4,-4,-4,1,7,1983,1,2,-4,-4,294,1,1,1,3,1,18,16,4,4,-4,-4,-4,-4,-4,6,4
2619,2,-4,100,90,2,10,1981,0,1,100,100,-3,1,1,1,1,1,18,16,4,3,-4,-4,-4,-4,-4,4,4
2620,1,-4,100,100,2,1,1981,0,1,100,90,-3,1,1,1,1,1,12,16,4,4,-4,-4,-4,-4,-4,4,2
2621,1,-4,-4,-4,2,1,1983,1,1,-4,-4,507,1,1,1,1,1,16,18,4,3,-4,-4,-4,-4,-4,4,4
2622,2,-4,100,100,1,3,1981,1,1,100,25,223,1,1,1,2,1,12,13,4,2,-4,-4,-4,-4,-4,3,2
2623,2,-4,-4,-4,1,6,1984,1,1,-4,-4,223,1,1,1,2,1,12,13,4,-4,-4,-4,-4,-4,-4,-4,2
2624,3,-4,95,75,1,7,1981,1,1,100,80,-3,1,1,1,1,1,12,12,4,4,-4,-4,-4,-4,-4,4,4
2625,2,-4,100,100,2,7,1980,0,1,100,100,198,8,1,8,4,1,12,12,4,10,-4,-4,-4,-4,-4,4,4
2626,2,-4,100,90,2,8,1981,1,1,100,100,198,8,-1,8,4,1,12,12,4,11,-4,-4,-4,-4,-4,4,4
2627,2,-4,-4,-4,1,3,1982,0,1,-4,-4,-3,6,6,6,1,1,-4,-4,4,-4,6,6,6,-4,-4,-4,2
2628,2,-4,-4,-4,1,10,1982,0,1,-4,-4,-3,1,1,1,2,1,15,13,4,4,-4,-4,-4,-4,-4,-4,5
2629,2,-4,-4,-4,1,9,1982,0,1,-4,-4,39,4,2,2,5,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
2630,1,-4,-4,-4,1,9,1982,0,1,-4,-4,39,4,2,2,5,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
2631,2,-4,-4,-4,1,7,1984,0,1,-4,-4,39,4,2,2,5,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,1
2632,3,3,-4,-4,2,5,1983,-4,-4,-4,-4,-3,-4,-4,-4,1,1,-3,-3,4,2,5,5,7,-4,-4,-4,2
2633,2,-4,-4,-4,1,8,1983,0,1,-4,-4,386,1,1,1,3,1,16,16,4,-4,-4,-4,-4,5,4,-4,4
2634,1,-4,100,100,2,5,1980,1,1,100,100,441,1,1,1,2,1,16,18,4,3,-4,-4,-4,-4,-4,4,2
2635,1,-4,-4,-4,2,12,1982,0,1,-4,-4,248,4,2,4,2,1,12,14,4,-4,-4,-4,-4,4,5,-4,5
2636,1,-4,-4,-4,2,5,1984,1,1,-4,-4,516,1,1,1,2,1,17,15,4,-4,-4,-4,-4,4,4,4,4
2637,1,-4,100,100,1,5,1981,0,1,100,100,-3,1,1,1,2,1,15,12,4,4,-4,-4,-4,4,5,5,4
2638,1,-4,100,100,2,10,1980,1,1,100,90,510,1,1,1,1,1,14,14,4,5,1,1,1,4,4,4,4
2639,1,-4,100,100,2,8,1980,1,1,100,100,471,1,1,1,2,1,16,16,4,6,-4,-4,-4,4,4,5,5
2640,2,-4,-4,-4,2,3,1984,1,1,-4,-4,471,1,1,1,2,1,16,16,4,5,-4,-4,-4,5,5,-4,5
2641,3,-4,100,15,1,8,1981,0,3,90,0,114,4,4,4,1,1,-3,9,4,-3,-4,-4,-4,-4,-4,-4,1
2642,1,-4,-4,-4,2,12,1982,0,0,-4,-4,70,4,4,4,2,1,-3,10,4,-4,-4,-4,-4,4,3,-4,2
2643,2,-4,-4,-4,1,2,1982,1,0,-4,-4,69,4,4,4,2,1,-3,10,4,-4,-4,-4,-4,-4,-4,-4,0
2644,3,-4,-4,-4,1,1,1984,0,1,-4,-4,80,1,1,1,3,1,13,9,4,-4,-4,-4,-4,-4,-4,-4,2
2645,1,-4,-4,-4,2,4,1984,1,3,-4,-4,120,4,4,4,2,1,-3,12,3,-4,-4,-4,-4,-4,-4,-4,1
2648,1,-4,-4,-4,1,3,1982,0,0,-4,-4,214,4,2,4,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,1
2649,1,-4,-4,-4,1,10,1984,1,1,-4,-4,70,4,2,2,3,1,-3,9,4,-4,-4,-4,-4,-4,-4,-4,2
2650,1,-4,-4,-4,2,5,1984,0,0,-4,-4,219,4,2,4,3,1,11,10,4,3,-4,-4,-4,-4,-4,-4,2
2651,3,-4,-4,-4,1,6,1983,0,0,-4,-4,198,4,2,4,1,1,11,10,4,-4,-4,-4,-4,-4,-4,-4,1
2652,1,-4,-4,-4,1,2,1983,1,1,-4,-4,145,1,1,1,2,1,16,12,4,-4,-4,-4,-4,-4,-4,-4,1
2653,4,-4,50,50,2,12,1980,1,3,0,5,-3,4,4,2,1,1,-3,9,4,-3,4,4,4,-4,-4,-4,1
2654,1,-4,-4,-4,2,2,1983,0,1,-4,-4,237,1,1,1,3,1,12,12,4,-4,-4,-4,-4,3,3,-4,4
2655,2,-4,-4,-4,2,6,1984,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,4,-4,1,1,1,3,3,-4,2
2656,1,-4,100,75,2,7,1981,0,3,100,50,29,4,2,4,3,1,11,15,4,-4,1,4,2,-4,-4,-4,0
2657,1,-4,-4,-4,2,6,1982,0,3,-4,-4,29,4,2,4,3,1,11,15,4,-4,-4,-4,-4,-4,-4,-4,1
2658,1,-4,100,80,1,10,1981,1,1,100,100,-3,1,1,1,2,1,14,16,4,3,-4,-4,-4,-4,-4,5,4
2659,2,-4,100,100,2,5,1981,1,1,100,100,721,1,1,1,1,1,16,16,4,4,-4,-4,-4,4,3,-4,7
2660,1,-4,100,90,1,1,1980,0,1,100,90,-3,1,1,1,4,1,14,12,4,2,-4,-4,-4,-4,-4,4,2
2661,1,-4,-4,-4,1,9,1982,0,1,-4,-4,-3,2,2,2,4,1,12,12,4,-4,-4,-4,-4,6,3,-4,5
2662,2,-4,-4,-4,1,4,1982,1,1,-4,-4,683,1,1,1,2,1,17,17,4,3,-4,-4,-4,2,3,-4,4
2663,2,-4,100,100,2,11,1981,0,1,100,100,462,1,1,1,2,1,16,14,4,4,-4,-4,-4,4,4,4,4
2664,1,-4,100,100,2,5,1981,1,2,100,90,-3,1,1,1,2,1,13,16,4,3,-4,-4,-4,4,4,-4,4
2665,1,-4,-4,-4,1,11,1983,1,2,-4,-4,-3,1,1,1,2,1,13,16,4,3,-4,-4,-4,3,3,3,2
2666,1,-4,-4,-4,1,5,1983,0,1,-4,-4,-3,1,1,1,2,1,14,13,4,2,-4,-4,-4,-4,-4,-4,2
2667,1,-4,-4,-4,2,6,1984,0,1,-4,-4,327,1,1,1,2,1,20,15,4,4,-4,-4,-4,5,5,5,2
2668,1,-4,100,75,1,9,1980,1,1,100,100,285,1,1,1,3,1,16,12,4,2,-4,-4,-4,4,4,-4,2
2669,2,-4,100,100,2,6,1981,0,1,100,50,681,1,1,1,2,1,17,17,4,4,-4,-4,-4,4,3,4,4
2670,1,-4,-4,-4,2,3,1983,1,2,-4,-4,216,1,1,1,3,1,14,12,4,4,-4,-4,-4,-4,-4,5,4
2671,2,-4,100,0,2,3,1980,0,1,100,75,335,1,1,1,4,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
2672,1,-4,100,100,2,11,1980,1,1,100,99,607,1,1,1,2,1,14,13,4,3,-4,-4,-4,4,4,-4,4
2673,2,-4,-4,-4,1,9,1983,1,1,-4,-4,607,1,1,1,2,1,14,13,4,3,-4,-4,-4,3,3,-4,5
2674,2,-4,-4,-4,2,6,1982,0,1,-4,-4,268,1,1,1,2,1,13,14,4,3,-4,-4,-4,3,3,2,2
2675,2,-4,-4,-4,2,12,1984,0,1,-4,-4,268,1,1,1,2,1,13,14,4,2,-4,-4,-4,-4,-4,-4,3
2676,2,-4,-4,-4,1,7,1984,1,1,-4,-4,-3,1,1,1,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,4
2677,1,-4,-4,-4,1,5,1982,0,1,-4,-4,406,1,1,1,2,1,14,13,4,3,-4,-4,-4,4,3,4,2
2678,2,-4,-4,-4,1,5,1984,0,1,-4,-4,406,1,1,1,2,1,14,13,4,-4,-4,-4,-4,3,3,-4,2
2679,1,-4,100,80,2,1,1980,0,1,100,100,422,4,4,4,1,1,12,12,4,2,-4,-4,-4,3,4,-4,4
2680,2,-4,100,99,2,11,1981,0,1,100,75,495,1,1,1,1,1,14,12,4,3,-4,-4,-4,-4,-4,5,3
2681,1,-4,100,100,2,7,1981,0,1,100,80,190,1,1,1,1,1,16,16,4,4,-4,-4,-4,5,6,-4,4
2682,2,-4,-4,-4,1,9,1983,0,1,-4,-4,188,4,4,4,3,1,12,16,1,3,-4,-4,-4,3,4,-4,2
2683,1,-4,-4,-4,1,9,1983,0,1,-4,-4,188,4,4,4,3,1,12,16,1,2,-4,-4,-4,4,3,-4,2
2684,2,-4,-4,-4,2,4,1982,0,1,-4,-4,107,1,1,1,3,1,12,14,4,2,-4,-4,-4,-4,-4,-4,2
2685,1,-4,100,60,2,3,1980,0,1,100,25,-3,2,2,2,1,1,12,11,4,2,-4,-4,-4,-4,-4,-4,2
2686,2,-4,-4,-4,2,1,1983,1,1,-4,-4,233,2,4,2,2,1,12,12,4,3,-4,-4,-4,-4,-4,4,2
2687,3,-4,-4,-4,2,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,14,17,4,4,1,1,1,-4,-4,4,4
2688,2,-4,75,75,1,12,1980,1,1,100,20,381,4,4,4,1,1,14,13,4,-3,-4,-4,-4,-4,-4,-4,2
2689,2,-4,-4,-4,1,2,1982,0,1,-4,-4,259,1,1,1,4,1,12,13,4,3,-4,-4,-4,-4,-4,3,4
2690,2,-4,-4,-4,1,3,1983,0,1,-4,-4,259,1,1,1,4,1,12,13,4,-4,-4,-4,-4,-4,-4,-4,2
2691,1,-4,-4,-4,2,8,1982,0,3,-4,-4,68,5,3,4,3,1,14,12,4,-3,-4,-4,-4,-4,-4,-4,5
2692,1,-4,100,50,1,2,1980,1,3,100,50,44,2,4,4,2,1,10,12,4,1,-4,-4,-4,-4,-4,-4,2
2693,2,-4,100,30,1,11,1981,1,3,100,80,44,2,4,4,2,1,10,12,4,-4,-4,-4,-4,-4,-4,3,3
2694,2,-4,65,60,1,1,1980,1,0,95,40,125,4,4,4,3,1,11,13,4,1,-4,-4,-4,-4,-4,-4,1
2695,3,-4,50,0,1,12,1981,0,0,60,0,125,4,4,4,3,1,11,13,4,3,-4,-4,-4,-4,-4,-4,0
2696,1,-4,-4,-4,1,9,1983,0,0,-4,-4,125,4,4,4,3,1,11,13,4,1,-4,-4,-4,-4,-4,-4,0
2697,2,-4,100,50,1,1,1980,0,1,100,5,355,4,4,4,2,1,11,12,4,2,-4,-4,-4,-4,-4,-4,2
2698,1,-4,100,100,2,6,1981,0,1,100,90,260,1,1,1,3,1,20,14,4,4,-4,-4,-4,6,6,4,4
2699,2,-4,-4,-4,2,3,1982,1,1,-4,-4,272,1,1,1,2,1,14,14,4,4,-4,-4,-4,-3,-3,6,5
2700,2,-4,-4,-4,1,10,1984,1,1,-4,-4,272,1,1,1,2,1,14,14,4,4,-4,-4,-4,5,-3,5,4
2701,3,-4,100,50,1,1,1980,1,1,100,25,585,1,1,1,1,1,14,16,4,1,-4,-4,-4,-4,-4,-3,3
2702,2,-4,-4,-4,1,4,1983,0,1,-4,-4,436,4,4,4,1,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,3
2703,2,-4,100,90,1,8,1980,0,1,100,90,166,4,2,4,3,1,14,12,4,3,-4,-4,-4,-4,-4,4,4
2704,2,-4,100,100,1,4,1980,0,1,90,100,376,1,1,1,1,1,16,12,4,2,-4,-4,-4,-4,-4,-4,2
2705,1,-4,100,75,2,8,1980,0,1,100,50,776,1,1,1,1,1,14,12,4,2,1,1,1,-4,-4,-4,2
2706,2,-4,-4,-4,1,1,1982,0,1,-4,-4,265,1,1,1,4,1,12,12,4,-3,-4,-4,-4,-4,-4,-4,1
2707,1,-4,-4,-4,2,8,1983,0,1,-4,-4,265,1,1,1,4,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,3
2708,2,-4,-4,-4,2,7,1984,0,1,-4,-4,265,1,1,1,4,1,12,12,4,3,-4,-4,-4,-4,-4,-4,3
2709,2,-4,100,100,2,5,1981,0,1,100,100,315,1,1,1,4,1,16,15,4,4,-4,-4,-4,-4,-4,6,4
2710,1,-4,-4,-4,1,7,1983,0,1,-4,-4,315,1,1,1,4,1,16,15,4,4,-4,-4,-4,-4,-4,6,5
2711,1,-4,-4,-4,1,4,1983,1,1,-4,-4,401,1,1,1,3,1,11,8,4,4,-4,-4,-4,6,5,-4,4
2712,2,-4,-4,-4,2,2,1983,0,1,-4,-4,176,4,4,4,2,1,-4,11,4,-4,-4,-4,-4,-4,-4,-4,0
2713,3,-4,-4,-4,1,10,1984,0,1,-4,-4,176,1,1,1,2,1,11,11,4,-4,-4,-4,-4,-4,-4,-4,0
2714,2,-4,-4,-4,1,4,1984,0,3,-4,-4,82,4,2,2,3,1,12,12,4,-4,-4,-4,-4,5,6,6,2
2715,2,-4,100,0,1,1,1981,0,0,100,0,157,4,4,4,1,1,10,9,4,-4,-4,-4,-4,-3,-3,-3,2
2716,3,-4,-4,-4,1,10,1983,0,0,-4,-4,219,4,4,4,1,1,12,16,1,-4,-4,-4,-4,-4,-4,-4,7
2717,3,-4,100,5,2,10,1980,0,3,50,80,68,4,4,4,4,1,-4,11,1,-3,-4,-4,-4,-4,-4,-4,2
